[ 2024-06-12 17:55:39,159 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-06-12 17:55:40,375 ] 10 root - INFO - The execution has started
[ 2024-06-12 17:55:40,375 ] 32 root - INFO - initiated data ingestion
[ 2024-06-12 17:55:40,387 ] 35 root - INFO - Reading data from database
[ 2024-06-12 17:55:40,432 ] 41 root - INFO - Data Ingestion is completed
[ 2024-06-12 17:55:40,527 ] 61 root - INFO - get_data_transformer_object1
[ 2024-06-12 17:55:40,532 ] 30 root - INFO - get_data_transformer_object
[ 2024-06-12 17:55:40,532 ] 68 root - INFO - get_data_transformer_object2
[ 2024-06-12 17:55:40,534 ] 74 root - INFO - get_data_transformer_object3
[ 2024-06-12 17:55:40,569 ] 24 root - INFO - Custom Exception
