[ 2024-06-12 17:57:07,671 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-06-12 17:57:08,963 ] 10 root - INFO - The execution has started
[ 2024-06-12 17:57:08,964 ] 32 root - INFO - initiated data ingestion
[ 2024-06-12 17:57:08,974 ] 35 root - INFO - Reading data from database
[ 2024-06-12 17:57:09,026 ] 41 root - INFO - Data Ingestion is completed
[ 2024-06-12 17:57:09,122 ] 61 root - INFO - get_data_transformer_object1
[ 2024-06-12 17:57:09,127 ] 30 root - INFO - get_data_transformer_object
[ 2024-06-12 17:57:09,127 ] 68 root - INFO - get_data_transformer_object2
[ 2024-06-12 17:57:09,128 ] 74 root - INFO - get_data_transformer_object3
[ 2024-06-12 17:57:09,163 ] 24 root - INFO - Custom Exception
